Area,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,N_kg/ha,pesticide_load,continent
India,2009,20238,1083.0,28707.01,27.82,91.67,medium,Asia
India,2009,20238,1083.0,28707.01,26.55,91.67,medium,Asia
India,2010,25401,1083.0,40093.69,26.51,97.21,high,Asia
India,2010,25401,1083.0,40093.69,28.02,97.21,high,Asia
India,2010,25401,1083.0,40093.69,26.81,97.21,high,Asia
India,2010,25401,1083.0,40093.69,24.98,97.21,high,Asia
India,2010,25401,1083.0,40093.69,25.71,97.21,high,Asia
India,2010,25401,1083.0,40093.69,26.61,97.21,high,Asia
India,2010,25401,1083.0,40093.69,26.52,97.21,high,Asia
India,2010,25401,1083.0,40093.69,27.29,97.21,high,Asia
India,2010,25401,1083.0,40093.69,27.69,97.21,high,Asia
India,2010,25401,1083.0,40093.69,26.31,97.21,high,Asia
India,2010,25401,1083.0,40093.69,26.82,97.21,high,Asia
India,2010,25401,1083.0,40093.69,26.02,97.21,high,Asia
India,2010,25401,1083.0,40093.69,24.98,97.21,high,Asia
India,2010,25401,1083.0,40093.69,26.93,97.21,high,Asia
India,2010,25401,1083.0,40093.69,26.52,97.21,high,Asia
India,2010,25401,1083.0,40093.69,26.54,97.21,high,Asia
India,2010,25401,1083.0,40093.69,25.75,97.21,high,Asia
India,2010,25401,1083.0,40093.69,27.16,97.21,high,Asia
India,2010,25401,1083.0,40093.69,25.54,97.21,high,Asia
India,2010,25401,1083.0,40093.69,27.68,97.21,high,Asia
India,2010,25401,1083.0,40093.69,27.68,97.21,high,Asia
India,2010,25401,1083.0,40093.69,26.67,97.21,high,Asia
India,2011,24784,1083.0,55540.0,25.53,102.54,high,Asia
India,2011,24784,1083.0,55540.0,27.29,102.54,high,Asia
India,2011,24784,1083.0,55540.0,25.81,102.54,high,Asia
India,2011,24784,1083.0,55540.0,24.35,102.54,high,Asia
India,2011,24784,1083.0,55540.0,25.36,102.54,high,Asia
India,2011,24784,1083.0,55540.0,25.72,102.54,high,Asia
India,2011,24784,1083.0,55540.0,25.63,102.54,high,Asia
India,2011,24784,1083.0,55540.0,26.41,102.54,high,Asia
India,2011,24784,1083.0,55540.0,27.41,102.54,high,Asia
India,2011,24784,1083.0,55540.0,25.45,102.54,high,Asia
India,2011,24784,1083.0,55540.0,25.92,102.54,high,Asia
India,2011,24784,1083.0,55540.0,25.06,102.54,high,Asia
India,2011,24784,1083.0,55540.0,24.35,102.54,high,Asia
India,2011,24784,1083.0,55540.0,26.0,102.54,high,Asia
India,2011,24784,1083.0,55540.0,25.63,102.54,high,Asia
India,2011,24784,1083.0,55540.0,25.48,102.54,high,Asia
India,2011,24784,1083.0,55540.0,25.16,102.54,high,Asia
India,2011,24784,1083.0,55540.0,26.84,102.54,high,Asia
India,2011,24784,1083.0,55540.0,24.5,102.54,high,Asia
India,2011,24784,1083.0,55540.0,27.02,102.54,high,Asia
India,2011,24784,1083.0,55540.0,27.02,102.54,high,Asia
India,2011,24784,1083.0,55540.0,25.64,102.54,high,Asia
India,2012,25557,1083.0,52980.0,25.86,99.33,high,Asia
India,2012,25557,1083.0,52980.0,27.03,99.33,high,Asia
India,2012,25557,1083.0,52980.0,26.21,99.33,high,Asia
India,2012,25557,1083.0,52980.0,24.37,99.33,high,Asia
India,2012,25557,1083.0,52980.0,26.04,99.33,high,Asia
India,2012,25557,1083.0,52980.0,25.82,99.33,high,Asia
India,2012,25557,1083.0,52980.0,25.89,99.33,high,Asia
India,2012,25557,1083.0,52980.0,26.94,99.33,high,Asia
India,2012,25557,1083.0,52980.0,28.02,99.33,high,Asia
India,2012,25557,1083.0,52980.0,25.39,99.33,high,Asia
India,2012,25557,1083.0,52980.0,25.88,99.33,high,Asia
India,2012,25557,1083.0,52980.0,25.45,99.33,high,Asia
India,2012,25557,1083.0,52980.0,24.37,99.33,high,Asia
India,2012,25557,1083.0,52980.0,26.33,99.33,high,Asia
India,2012,25557,1083.0,52980.0,25.89,99.33,high,Asia
India,2012,25557,1083.0,52980.0,25.98,99.33,high,Asia
India,2012,25557,1083.0,52980.0,25.3,99.33,high,Asia
India,2012,25557,1083.0,52980.0,26.65,99.33,high,Asia
India,2012,25557,1083.0,52980.0,25.09,99.33,high,Asia
India,2012,25557,1083.0,52980.0,26.89,99.33,high,Asia
India,2012,25557,1083.0,52980.0,26.89,99.33,high,Asia
India,2012,25557,1083.0,52980.0,26.09,99.33,high,Asia
India,2013,25726,1083.0,45620.0,26.69,98.85,high,Asia
India,2013,25726,1083.0,45620.0,27.61,98.85,high,Asia
India,2013,25726,1083.0,45620.0,27.1,98.85,high,Asia
India,2013,25726,1083.0,45620.0,25.44,98.85,high,Asia
India,2013,25726,1083.0,45620.0,26.61,98.85,high,Asia
India,2013,25726,1083.0,45620.0,26.37,98.85,high,Asia
India,2013,25726,1083.0,45620.0,26.71,98.85,high,Asia
India,2013,25726,1083.0,45620.0,27.37,98.85,high,Asia
India,2013,25726,1083.0,45620.0,28.85,98.85,high,Asia
India,2013,25726,1083.0,45620.0,25.94,98.85,high,Asia
India,2013,25726,1083.0,45620.0,26.84,98.85,high,Asia
India,2013,25726,1083.0,45620.0,26.12,98.85,high,Asia
India,2013,25726,1083.0,45620.0,25.44,98.85,high,Asia
India,2013,25726,1083.0,45620.0,27.11,98.85,high,Asia
India,2013,25726,1083.0,45620.0,26.71,98.85,high,Asia
India,2013,25726,1083.0,45620.0,26.79,98.85,high,Asia
India,2013,25726,1083.0,45620.0,25.85,98.85,high,Asia
India,2013,25726,1083.0,45620.0,27.14,98.85,high,Asia
India,2013,25726,1083.0,45620.0,25.98,98.85,high,Asia
India,2013,25726,1083.0,45620.0,27.44,98.85,high,Asia
India,2013,25726,1083.0,45620.0,27.44,98.85,high,Asia
India,2013,25726,1083.0,45620.0,26.99,98.85,high,Asia
Indonesia,1990,21323,2702.0,2432.0,25.37,50.35,low,Asia
Indonesia,1990,21323,2702.0,2432.0,27.05,50.35,low,Asia
Indonesia,1990,21323,2702.0,2432.0,27.11,50.35,low,Asia
Indonesia,1990,21323,2702.0,2432.0,27.18,50.35,low,Asia
Indonesia,1990,21323,2702.0,2432.0,26.79,50.35,low,Asia
Indonesia,1990,21323,2702.0,2432.0,27.47,50.35,low,Asia
Indonesia,1991,21505,2702.0,3259.0,25.27,52.08,low,Asia
Indonesia,1991,21505,2702.0,3259.0,27.04,52.08,low,Asia
Indonesia,1991,21505,2702.0,3259.0,26.92,52.08,low,Asia
Indonesia,1991,21505,2702.0,3259.0,27.05,52.08,low,Asia
Indonesia,1991,21505,2702.0,3259.0,26.61,52.08,low,Asia
Indonesia,1991,21505,2702.0,3259.0,27.21,52.08,low,Asia
Indonesia,1992,22030,2702.0,825.0,25.17,57.42,low,Asia
Indonesia,1992,22030,2702.0,825.0,26.96,57.42,low,Asia
Indonesia,1992,22030,2702.0,825.0,27.01,57.42,low,Asia
Indonesia,1992,22030,2702.0,825.0,27.2,57.42,low,Asia
Indonesia,1992,22030,2702.0,825.0,26.72,57.42,low,Asia
Indonesia,1992,22030,2702.0,825.0,27.4,57.42,low,Asia
Indonesia,1993,21975,2702.0,1597.0,25.46,51.56,low,Asia
Indonesia,1993,21975,2702.0,1597.0,27.04,51.56,low,Asia
Indonesia,1993,21975,2702.0,1597.0,26.9,51.56,low,Asia
Indonesia,1993,21975,2702.0,1597.0,27.21,51.56,low,Asia
Indonesia,1993,21975,2702.0,1597.0,26.88,51.56,low,Asia
Indonesia,1993,21975,2702.0,1597.0,27.51,51.56,low,Asia
Indonesia,1994,22091,2702.0,1597.0,25.21,54.66,low,Asia
Indonesia,1994,22091,2702.0,1597.0,27.12,54.66,low,Asia
Indonesia,1994,22091,2702.0,1597.0,26.97,54.66,low,Asia
Indonesia,1994,22091,2702.0,1597.0,27.34,54.66,low,Asia
Indonesia,1994,22091,2702.0,1597.0,26.56,54.66,low,Asia
Indonesia,1994,22091,2702.0,1597.0,27.18,54.66,low,Asia
Indonesia,1995,22580,2702.0,1597.0,25.46,59.14,low,Asia
Indonesia,1995,22580,2702.0,1597.0,27.15,59.14,low,Asia
Indonesia,1995,22580,2702.0,1597.0,27.08,59.14,low,Asia
Indonesia,1995,22580,2702.0,1597.0,27.28,59.14,low,Asia
Indonesia,1995,22580,2702.0,1597.0,26.74,59.14,low,Asia
Indonesia,1995,22580,2702.0,1597.0,27.32,59.14,low,Asia
Indonesia,1996,24862,2702.0,1597.0,25.41,65.55,low,Asia
Indonesia,1996,24862,2702.0,1597.0,27.07,65.55,low,Asia
Indonesia,1996,24862,2702.0,1597.0,27.0,65.55,low,Asia
Indonesia,1996,24862,2702.0,1597.0,27.2,65.55,low,Asia
Indonesia,1996,24862,2702.0,1597.0,26.83,65.55,low,Asia
Indonesia,1996,24862,2702.0,1597.0,27.53,65.55,low,Asia
Indonesia,1997,26141,2702.0,1597.0,25.52,53.68,low,Asia
Indonesia,1997,26141,2702.0,1597.0,27.37,53.68,low,Asia
Indonesia,1997,26141,2702.0,1597.0,27.26,53.68,low,Asia
Indonesia,1997,26141,2702.0,1597.0,27.62,53.68,low,Asia
Indonesia,1997,26141,2702.0,1597.0,26.83,53.68,low,Asia
Indonesia,1997,26141,2702.0,1597.0,27.46,53.68,low,Asia
Indonesia,1998,26526,2702.0,1597.0,25.81,66.4,low,Asia
Indonesia,1998,26526,2702.0,1597.0,27.58,66.4,low,Asia
Indonesia,1998,26526,2702.0,1597.0,27.72,66.4,low,Asia
Indonesia,1998,26526,2702.0,1597.0,27.77,66.4,low,Asia
Indonesia,1998,26526,2702.0,1597.0,27.28,66.4,low,Asia
Indonesia,1998,26526,2702.0,1597.0,27.9,66.4,low,Asia
Indonesia,1999,26629,2702.0,1597.0,25.26,58.45,low,Asia
Indonesia,1999,26629,2702.0,1597.0,27.01,58.45,low,Asia
Indonesia,1999,26629,2702.0,1597.0,26.82,58.45,low,Asia
Indonesia,1999,26629,2702.0,1597.0,27.17,58.45,low,Asia
Indonesia,1999,26629,2702.0,1597.0,26.62,58.45,low,Asia
Indonesia,1999,26629,2702.0,1597.0,27.32,58.45,low,Asia
Indonesia,2000,27649,2702.0,1597.0,25.46,58.74,low,Asia
Indonesia,2000,27649,2702.0,1597.0,27.2,58.74,low,Asia
Indonesia,2000,27649,2702.0,1597.0,27.1,58.74,low,Asia
Indonesia,2000,27649,2702.0,1597.0,27.23,58.74,low,Asia
Indonesia,2000,27649,2702.0,1597.0,26.77,58.74,low,Asia
Indonesia,2000,27649,2702.0,1597.0,27.44,58.74,low,Asia
Indonesia,2001,28446,2702.0,1597.0,25.43,56.88,low,Asia
Indonesia,2001,28446,2702.0,1597.0,27.13,56.88,low,Asia
Indonesia,2001,28446,2702.0,1597.0,27.26,56.88,low,Asia
Indonesia,2001,28446,2702.0,1597.0,27.32,56.88,low,Asia
Indonesia,2001,28446,2702.0,1597.0,26.81,56.88,low,Asia
Indonesia,2001,28446,2702.0,1597.0,27.52,56.88,low,Asia
Indonesia,2002,30655,2702.0,1597.0,25.64,56.51,low,Asia
Indonesia,2002,30655,2702.0,1597.0,27.4,56.51,low,Asia
Indonesia,2002,30655,2702.0,1597.0,27.5,56.51,low,Asia
Indonesia,2002,30655,2702.0,1597.0,27.49,56.51,low,Asia
Indonesia,2002,30655,2702.0,1597.0,27.01,56.51,low,Asia
Indonesia,2002,30655,2702.0,1597.0,27.71,56.51,low,Asia
Indonesia,2004,33439,2702.0,1597.0,25.67,64.8,low,Asia
Indonesia,2004,33439,2702.0,1597.0,27.42,64.8,low,Asia
Indonesia,2004,33439,2702.0,1597.0,27.32,64.8,low,Asia
Indonesia,2004,33439,2702.0,1597.0,27.57,64.8,low,Asia
Indonesia,2004,33439,2702.0,1597.0,26.97,64.8,low,Asia
Indonesia,2004,33439,2702.0,1597.0,27.69,64.8,low,Asia
Indonesia,2005,34539,2702.0,1597.0,25.59,67.33,low,Asia
Indonesia,2005,34539,2702.0,1597.0,27.22,67.33,low,Asia
Indonesia,2005,34539,2702.0,1597.0,27.48,67.33,low,Asia
Indonesia,2005,34539,2702.0,1597.0,27.44,67.33,low,Asia
Indonesia,2005,34539,2702.0,1597.0,27.11,67.33,low,Asia
Indonesia,2005,34539,2702.0,1597.0,27.77,67.33,low,Asia
Indonesia,2006,34699,2702.0,1597.0,25.66,65.97,low,Asia
Indonesia,2006,34699,2702.0,1597.0,27.39,65.97,low,Asia
Indonesia,2006,34699,2702.0,1597.0,27.21,65.97,low,Asia
Indonesia,2006,34699,2702.0,1597.0,27.55,65.97,low,Asia
Indonesia,2006,34699,2702.0,1597.0,26.98,65.97,low,Asia
Indonesia,2006,34699,2702.0,1597.0,27.55,65.97,low,Asia
Indonesia,2007,36601,2702.0,1597.0,25.5,66.04,low,Asia
Indonesia,2007,36601,2702.0,1597.0,27.21,66.04,low,Asia
Indonesia,2007,36601,2702.0,1597.0,27.14,66.04,low,Asia
Indonesia,2007,36601,2702.0,1597.0,27.29,66.04,low,Asia
Indonesia,2007,36601,2702.0,1597.0,26.88,66.04,low,Asia
Indonesia,2007,36601,2702.0,1597.0,27.49,66.04,low,Asia
Indonesia,2008,40776,2702.0,1597.0,25.32,70.68,low,Asia
Indonesia,2008,40776,2702.0,1597.0,26.97,70.68,low,Asia
Indonesia,2008,40776,2702.0,1597.0,27.03,70.68,low,Asia
Indonesia,2008,40776,2702.0,1597.0,27.18,70.68,low,Asia
Indonesia,2008,40776,2702.0,1597.0,26.65,70.68,low,Asia
Indonesia,2008,40776,2702.0,1597.0,27.34,70.68,low,Asia
Indonesia,2009,42372,2702.0,1597.0,25.54,75.49,low,Asia
Indonesia,2009,42372,2702.0,1597.0,27.31,75.49,low,Asia
Indonesia,2009,42372,2702.0,1597.0,27.3,75.49,low,Asia
Indonesia,2009,42372,2702.0,1597.0,27.63,75.49,low,Asia
Indonesia,2009,42372,2702.0,1597.0,26.98,75.49,low,Asia
Indonesia,2009,42372,2702.0,1597.0,27.69,75.49,low,Asia
Indonesia,2010,44359,2702.0,1597.0,25.57,71.62,low,Asia
Indonesia,2010,44359,2702.0,1597.0,27.25,71.62,low,Asia
Indonesia,2010,44359,2702.0,1597.0,27.69,71.62,low,Asia
Indonesia,2010,44359,2702.0,1597.0,27.46,71.62,low,Asia
Indonesia,2010,44359,2702.0,1597.0,26.94,71.62,low,Asia
Indonesia,2010,44359,2702.0,1597.0,27.55,71.62,low,Asia
Indonesia,2011,45652,2702.0,1597.0,25.38,73.58,low,Asia
Indonesia,2011,45652,2702.0,1597.0,27.24,73.58,low,Asia
Indonesia,2011,45652,2702.0,1597.0,27.19,73.58,low,Asia
Indonesia,2011,45652,2702.0,1597.0,27.39,73.58,low,Asia
Indonesia,2011,45652,2702.0,1597.0,26.63,73.58,low,Asia
Indonesia,2011,45652,2702.0,1597.0,27.19,73.58,low,Asia
Indonesia,2012,48987,2702.0,1597.0,25.59,73.92,low,Asia
Indonesia,2012,48987,2702.0,1597.0,27.36,73.92,low,Asia
Indonesia,2012,48987,2702.0,1597.0,27.37,73.92,low,Asia
Indonesia,2012,48987,2702.0,1597.0,27.49,73.92,low,Asia
Indonesia,2012,48987,2702.0,1597.0,26.87,73.92,low,Asia
Indonesia,2012,48987,2702.0,1597.0,27.48,73.92,low,Asia
Indonesia,2013,48441,2702.0,1597.0,25.48,69.16,low,Asia
Indonesia,2013,48441,2702.0,1597.0,27.37,69.16,low,Asia
Indonesia,2013,48441,2702.0,1597.0,27.88,69.16,low,Asia
Indonesia,2013,48441,2702.0,1597.0,27.34,69.16,low,Asia
Indonesia,2013,48441,2702.0,1597.0,26.72,69.16,low,Asia
Indonesia,2013,48441,2702.0,1597.0,27.3,69.16,low,Asia
Iraq,1990,24814,216.0,692.0,23.41,24.82,low,Asia
Iraq,1990,24814,216.0,692.0,19.76,24.82,low,Asia
Iraq,1991,21857,216.0,692.0,23.21,16.88,low,Asia
Iraq,1991,21857,216.0,692.0,19.68,16.88,low,Asia
Iraq,1992,20046,216.0,692.0,21.52,23.46,low,Asia
Iraq,1992,20046,216.0,692.0,17.76,23.46,low,Asia
Iraq,1993,19310,216.0,692.0,22.86,38.48,low,Asia
Iraq,1993,19310,216.0,692.0,18.75,38.48,low,Asia
Iraq,1994,21333,216.0,692.0,23.47,44.71,low,Asia
Iraq,1994,21333,216.0,692.0,20.02,44.71,low,Asia
Iraq,1995,14286,216.0,816.0,23.32,44.42,low,Asia
Iraq,1995,14286,216.0,816.0,19.86,44.42,low,Asia
Iraq,1996,20833,216.0,616.0,23.96,47.43,low,Asia
Iraq,1996,20833,216.0,616.0,20.13,47.43,low,Asia
Iraq,1997,19836,216.0,848.0,22.74,52.22,low,Asia
Iraq,1997,19836,216.0,848.0,19.23,52.22,low,Asia
Iraq,1998,21803,216.0,755.0,24.33,54.15,low,Asia
Iraq,1998,21803,216.0,755.0,20.65,54.15,low,Asia
Iraq,1999,19167,216.0,508.0,24.42,56.85,low,Asia
Iraq,1999,19167,216.0,508.0,20.85,56.85,low,Asia
Iraq,2000,7560,216.0,548.0,23.9,55.73,low,Asia
Iraq,2000,7560,216.0,548.0,20.28,55.73,low,Asia
Iraq,2001,23613,216.0,837.47,24.45,111.9,low,Asia
Iraq,2001,23613,216.0,837.47,20.8,111.9,low,Asia
Iraq,2002,24433,216.0,878.68,23.76,108.28,low,Asia
Iraq,2002,24433,216.0,878.68,20.1,108.28,low,Asia
Iraq,2004,22486,216.0,828.62,23.72,22.19,low,Asia
Iraq,2004,22486,216.0,828.62,20.0,22.19,low,Asia
Iraq,2005,23079,216.0,873.01,23.58,32.22,low,Asia
Iraq,2005,23079,216.0,873.01,19.96,32.22,low,Asia
Iraq,2006,24255,216.0,824.14,23.82,33.55,low,Asia
Iraq,2006,24255,216.0,824.14,20.12,33.55,low,Asia
Iraq,2007,24774,216.0,1062.61,23.92,24.63,low,Asia
Iraq,2007,24774,216.0,1062.61,20.12,24.63,low,Asia
Iraq,2008,23492,216.0,1245.94,24.09,39.07,low,Asia
Iraq,2008,23492,216.0,1245.94,20.46,39.07,low,Asia
Iraq,2009,20878,216.0,1429.27,23.87,44.68,low,Asia
Iraq,2009,20878,216.0,1429.27,20.26,44.68,low,Asia
Iraq,2010,23586,216.0,1612.61,25.49,25.6,low,Asia
Iraq,2010,23586,216.0,1612.61,21.97,25.6,low,Asia
Iraq,2011,26077,216.0,1795.94,23.44,30.56,low,Asia
Iraq,2011,26077,216.0,1795.94,19.78,30.56,low,Asia
Iraq,2012,33444,216.0,1979.27,24.34,34.74,low,Asia
Iraq,2012,33444,216.0,1979.27,20.7,34.74,low,Asia
Iraq,2013,42214,216.0,2162.6,25.14,32.72,low,Asia
Iraq,2013,42214,216.0,2162.6,21.77,32.72,low,Asia
Italy,1990,76375,832.0,100596.4,7.97,73.42,high,Europe
Italy,1990,76375,832.0,100596.4,12.83,73.42,high,Europe
Italy,1991,72624,832.0,88916.6,7.28,76.52,high,Europe
Italy,1991,72624,832.0,88916.6,12.05,76.52,high,Europe
Italy,1992,86597,832.0,88227.6,7.76,78.25,high,Europe
Italy,1992,86597,832.0,88227.6,12.89,78.25,high,Europe
Italy,1993,86612,832.0,89282.2,7.43,80.66,high,Europe
Italy,1993,86612,832.0,89282.2,12.71,80.66,high,Europe
Italy,1994,82235,832.0,81217.6,8.39,78.9,high,Europe
Italy,1994,82235,832.0,81217.6,13.53,78.9,high,Europe
Italy,1995,89695,832.0,84153.0,7.43,80.07,high,Europe
Italy,1995,89695,832.0,84153.0,12.47,80.07,high,Europe
Italy,1996,93328,832.0,74617.2,7.06,79.59,high,Europe
Italy,1996,93328,832.0,74617.2,12.28,79.59,high,Europe
Italy,1997,96270,832.0,84799.0,8.18,77.91,high,Europe
Italy,1997,96270,832.0,84799.0,13.13,77.91,high,Europe
Italy,1998,93217,832.0,84117.0,7.77,75.87,high,Europe
Italy,1998,93217,832.0,84117.0,12.96,75.87,high,Europe
Italy,1999,97444,832.0,81583.0,7.64,75.99,high,Europe
Italy,1999,97444,832.0,81583.0,12.95,75.99,high,Europe
Italy,2000,95277,832.0,79447.0,8.13,73.38,high,Europe
Italy,2000,95277,832.0,79447.0,13.42,73.38,high,Europe
Italy,2001,95135,832.0,75978.0,7.83,69.42,high,Europe
Italy,2001,95135,832.0,75978.0,13.23,69.42,high,Europe
Italy,2002,94918,832.0,94211.0,8.15,77.57,high,Europe
Italy,2002,94918,832.0,94211.0,13.14,77.57,high,Europe
Italy,2004,94975,832.0,83810.0,7.74,82.29,high,Europe
Italy,2004,94975,832.0,83810.0,12.75,82.29,high,Europe
Italy,2005,93678,832.0,84647.0,7.33,77.48,high,Europe
Italy,2005,93678,832.0,84647.0,12.16,77.48,high,Europe
Italy,2006,87285,832.0,74349.0,8.15,80.52,high,Europe
Italy,2006,87285,832.0,74349.0,12.87,80.52,high,Europe
Italy,2007,93120,832.0,80454.0,8.4,83.74,high,Europe
Italy,2007,93120,832.0,80454.0,13.32,83.74,high,Europe
Italy,2008,95726,832.0,79643.0,7.91,66.75,high,Europe
Italy,2008,95726,832.0,79643.0,13.01,66.75,high,Europe
Italy,2009,86048,832.0,74172.0,8.11,53.82,high,Europe
Italy,2009,86048,832.0,74172.0,13.28,53.82,high,Europe
Italy,2010,91672,832.0,71613.0,7.05,51.78,high,Europe
Italy,2010,91672,832.0,71613.0,12.63,51.78,high,Europe
Italy,2011,98033,832.0,70690.0,8.68,55.9,high,Europe
Italy,2011,98033,832.0,70690.0,13.46,55.9,high,Europe
Italy,2012,80325,832.0,61889.0,8.05,61.82,high,Europe
Italy,2012,80325,832.0,61889.0,13.45,61.82,high,Europe
Italy,2013,86989,832.0,55633.0,8.04,66.09,high,Europe
Italy,2013,86989,832.0,55633.0,13.6,66.09,high,Europe
Jamaica,1990,10588,2051.0,1415.65,27.28,33.79,low,America
Jamaica,1991,11667,2051.0,1415.65,27.24,40.71,low,America
Jamaica,1992,14225,2051.0,1415.65,27.25,17.8,low,America
Jamaica,1993,15115,2051.0,1415.65,27.02,21.9,low,America
Jamaica,1994,13594,2051.0,1415.65,27.48,30.26,low,America
Jamaica,1995,13375,2051.0,1445.12,27.4,30.22,low,America
Jamaica,1996,13741,2051.0,1573.58,26.98,30.57,low,America
Jamaica,1997,11568,2051.0,909.71,27.8,34.69,low,America
Jamaica,1998,11436,2051.0,909.71,27.8,34.93,low,America
Jamaica,1999,12231,2051.0,909.71,27.12,36.4,low,America
Jamaica,2000,11487,2051.0,909.71,26.96,39.6,low,America
Jamaica,2001,12068,2051.0,909.71,27.27,33.76,low,America
Jamaica,2002,11818,2051.0,909.71,27.51,33.51,low,America
Jamaica,2004,11842,2051.0,909.71,27.47,40.45,low,America
Jamaica,2005,12547,2051.0,909.71,27.34,26.96,low,America
Jamaica,2006,12284,2051.0,909.71,27.58,20.35,low,America
Jamaica,2007,11950,2051.0,909.71,27.61,19.03,low,America
Jamaica,2008,12538,2051.0,909.71,27.17,20.01,low,America
Jamaica,2009,12615,2051.0,909.71,27.42,20.76,low,America
Jamaica,2010,11710,2051.0,909.71,27.09,25.1,low,America
Jamaica,2011,12747,2051.0,909.71,27.17,24.69,low,America
Jamaica,2012,11891,2051.0,909.71,27.51,33.34,low,America
Jamaica,2013,11883,2051.0,909.71,27.41,25.3,low,America
Japan,1990,25457,1668.0,79821.18,16.4,93.38,high,Asia
Japan,1990,25457,1668.0,79821.18,14.14,93.38,high,Asia
Japan,1990,25457,1668.0,79821.18,16.46,93.38,high,Asia
Japan,1990,25457,1668.0,79821.18,16.12,93.38,high,Asia
Japan,1990,25457,1668.0,79821.18,16.17,93.38,high,Asia
Japan,1990,25457,1668.0,79821.18,14.14,93.38,high,Asia
Japan,1991,24896,1668.0,79821.18,15.6,88.55,high,Asia
Japan,1991,24896,1668.0,79821.18,13.32,88.55,high,Asia
Japan,1991,24896,1668.0,79821.18,15.43,88.55,high,Asia
Japan,1991,24896,1668.0,79821.18,15.38,88.55,high,Asia
Japan,1991,24896,1668.0,79821.18,15.49,88.55,high,Asia
Japan,1991,24896,1668.0,79821.18,13.32,88.55,high,Asia
Japan,1992,25180,1668.0,79821.18,15.63,88.6,high,Asia
Japan,1992,25180,1668.0,79821.18,12.94,88.6,high,Asia
Japan,1992,25180,1668.0,79821.18,15.68,88.6,high,Asia
Japan,1992,25180,1668.0,79821.18,15.21,88.6,high,Asia
Japan,1992,25180,1668.0,79821.18,15.26,88.6,high,Asia
Japan,1992,25180,1668.0,79821.18,12.94,88.6,high,Asia
Japan,1993,25000,1668.0,79821.18,14.93,93.68,high,Asia
Japan,1993,25000,1668.0,79821.18,12.49,93.68,high,Asia
Japan,1993,25000,1668.0,79821.18,14.99,93.68,high,Asia
Japan,1993,25000,1668.0,79821.18,14.68,93.68,high,Asia
Japan,1993,25000,1668.0,79821.18,14.72,93.68,high,Asia
Japan,1993,25000,1668.0,79821.18,12.49,93.68,high,Asia
Japan,1994,24852,1668.0,79821.18,16.33,91.35,high,Asia
Japan,1994,24852,1668.0,79821.18,13.78,91.35,high,Asia
Japan,1994,24852,1668.0,79821.18,16.41,91.35,high,Asia
Japan,1994,24852,1668.0,79821.18,16.06,91.35,high,Asia
Japan,1994,24852,1668.0,79821.18,16.07,91.35,high,Asia
Japan,1994,24852,1668.0,79821.18,13.78,91.35,high,Asia
Japan,1995,25000,1668.0,79821.18,15.25,83.76,high,Asia
Japan,1995,25000,1668.0,79821.18,12.98,83.76,high,Asia
Japan,1995,25000,1668.0,79821.18,15.32,83.76,high,Asia
Japan,1995,25000,1668.0,79821.18,14.83,83.76,high,Asia
Japan,1995,25000,1668.0,79821.18,14.97,83.76,high,Asia
Japan,1995,25000,1668.0,79821.18,12.98,83.76,high,Asia
Japan,1996,24510,1668.0,79821.18,15.2,81.97,high,Asia
Japan,1996,24510,1668.0,79821.18,12.61,81.97,high,Asia
Japan,1996,24510,1668.0,79821.18,15.32,81.97,high,Asia
Japan,1996,24510,1668.0,79821.18,14.79,81.97,high,Asia
Japan,1996,24510,1668.0,79821.18,14.8,81.97,high,Asia
Japan,1996,24510,1668.0,79821.18,12.61,81.97,high,Asia
Japan,1997,24771,1668.0,79821.18,15.76,80.05,high,Asia
Japan,1997,24771,1668.0,79821.18,13.43,80.05,high,Asia
Japan,1997,24771,1668.0,79821.18,15.89,80.05,high,Asia
Japan,1997,24771,1668.0,79821.18,15.37,80.05,high,Asia
Japan,1997,24771,1668.0,79821.18,15.39,80.05,high,Asia
Japan,1997,24771,1668.0,79821.18,13.43,80.05,high,Asia
Japan,1998,24468,1668.0,79821.18,16.72,77.64,high,Asia
Japan,1998,24468,1668.0,79821.18,13.74,77.64,high,Asia
Japan,1998,24468,1668.0,79821.18,16.74,77.64,high,Asia
Japan,1998,24468,1668.0,79821.18,16.39,77.64,high,Asia
Japan,1998,24468,1668.0,79821.18,16.45,77.64,high,Asia
Japan,1998,24468,1668.0,79821.18,13.74,77.64,high,Asia
Japan,1999,24000,1668.0,79821.18,15.93,78.83,high,Asia
Japan,1999,24000,1668.0,79821.18,13.78,78.83,high,Asia
Japan,1999,24000,1668.0,79821.18,15.93,78.83,high,Asia
Japan,1999,24000,1668.0,79821.18,15.66,78.83,high,Asia
Japan,1999,24000,1668.0,79821.18,15.79,78.83,high,Asia
Japan,1999,24000,1668.0,79821.18,13.78,78.83,high,Asia
Japan,2000,24713,1668.0,79821.18,15.92,80.73,high,Asia
Japan,2000,24713,1668.0,79821.18,13.5,80.73,high,Asia
Japan,2000,24713,1668.0,79821.18,15.95,80.73,high,Asia
Japan,2000,24713,1668.0,79821.18,15.58,80.73,high,Asia
Japan,2000,24713,1668.0,79821.18,15.67,80.73,high,Asia
Japan,2000,24713,1668.0,79821.18,13.5,80.73,high,Asia
