Area,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Ecuador,1998,10743,2274.0,21500.0,22.72
Ecuador,1999,11813,2274.0,14216.0,21.21
Ecuador,1999,11813,2274.0,14216.0,17.02
Ecuador,1999,11813,2274.0,14216.0,21.43
Ecuador,2000,14614,2274.0,17948.0,21.34
Ecuador,2000,14614,2274.0,17948.0,17.06
Ecuador,2000,14614,2274.0,17948.0,21.46
Ecuador,2001,7642,2274.0,7344.0,21.51
Ecuador,2001,7642,2274.0,7344.0,17.39
Ecuador,2001,7642,2274.0,7344.0,21.88
Ecuador,2002,14319,2274.0,1302.49,22.23
Ecuador,2002,14319,2274.0,1302.49,17.78
Ecuador,2002,14319,2274.0,1302.49,22.47
Ecuador,2004,18841,2274.0,29799.84,22.04
Ecuador,2004,18841,2274.0,29799.84,17.73
Ecuador,2004,18841,2274.0,29799.84,22.33
Ecuador,2005,21232,2274.0,18391.23,21.82
Ecuador,2005,21232,2274.0,18391.23,17.67
Ecuador,2005,21232,2274.0,18391.23,22.21
Ecuador,2006,18776,2274.0,7953.42,22.09
Ecuador,2006,18776,2274.0,7953.42,17.6
Ecuador,2006,18776,2274.0,7953.42,22.31
Ecuador,2007,23105,2274.0,14156.16,21.68
Ecuador,2007,23105,2274.0,14156.16,17.44
Ecuador,2007,23105,2274.0,14156.16,21.99
Ecuador,2008,22442,2274.0,15396.14,21.72
Ecuador,2008,22442,2274.0,15396.14,17.16
Ecuador,2008,22442,2274.0,15396.14,21.89
Ecuador,2009,22003,2274.0,9666.87,22.01
Ecuador,2009,22003,2274.0,9666.87,17.76
Ecuador,2009,22003,2274.0,9666.87,22.42
Ecuador,2010,22348,2274.0,31637.12,21.98
Ecuador,2010,22348,2274.0,31637.12,17.79
Ecuador,2010,22348,2274.0,31637.12,22.3
Ecuador,2011,16672,2274.0,17529.44,21.78
Ecuador,2011,16672,2274.0,17529.44,17.42
Ecuador,2011,16672,2274.0,17529.44,22.11
Ecuador,2012,27324,2274.0,11469.74,21.86
Ecuador,2012,27324,2274.0,11469.74,17.46
Ecuador,2012,27324,2274.0,11469.74,22.16
Ecuador,2013,23702,2274.0,6471.77,21.69
Ecuador,2013,23702,2274.0,6471.77,17.28
Ecuador,2013,23702,2274.0,6471.77,21.94
Egypt,1990,57803,51.0,13214.0,20.73
Egypt,1990,57803,51.0,13214.0,21.6
Egypt,1991,58951,51.0,8255.0,20.64
Egypt,1991,58951,51.0,8255.0,21.65
Egypt,1992,61346,51.0,6156.0,20.09
Egypt,1992,61346,51.0,6156.0,21.11
Egypt,1993,60780,51.0,4175.0,20.74
Egypt,1993,60780,51.0,4175.0,21.79
Egypt,1994,59065,51.0,4283.0,21.1
Egypt,1994,59065,51.0,4283.0,22.02
Egypt,1995,61630,51.0,4391.0,20.62
Egypt,1995,61630,51.0,4391.0,21.56
Egypt,1996,69523,51.0,4499.0,20.85
Egypt,1996,69523,51.0,4499.0,21.88
Egypt,1997,71298,51.0,4607.0,20.52
Egypt,1997,71298,51.0,4607.0,21.45
Egypt,1998,72257,51.0,4715.0,21.29
Egypt,1998,72257,51.0,4715.0,22.36
Egypt,1999,75174,51.0,4823.0,21.46
Egypt,1999,75174,51.0,4823.0,22.28
Egypt,2000,76800,51.0,4931.0,20.74
Egypt,2000,76800,51.0,4931.0,21.49
Egypt,2001,69798,51.0,5039.0,21.45
Egypt,2001,69798,51.0,5039.0,22.33
Egypt,2002,77656,51.0,5147.0,21.46
Egypt,2002,77656,51.0,5147.0,22.41
Egypt,2004,79087,51.0,5363.0,21.06
Egypt,2004,79087,51.0,5363.0,22.08
Egypt,2005,81607,51.0,5471.0,21.08
Egypt,2005,81607,51.0,5471.0,22.01
Egypt,2006,83705,51.0,9781.0,21.15
Egypt,2006,83705,51.0,9781.0,22.05
Egypt,2007,80463,51.0,9105.0,21.51
Egypt,2007,80463,51.0,9105.0,22.36
Egypt,2008,79053,51.0,9527.0,21.74
Egypt,2008,79053,51.0,9527.0,22.64
Egypt,2009,78184,51.0,9013.0,21.67
Egypt,2009,78184,51.0,9013.0,22.63
Egypt,2010,72700,51.0,11590.0,22.46
Egypt,2010,72700,51.0,11590.0,23.72
Egypt,2011,77409,51.0,12945.0,21.18
Egypt,2011,77409,51.0,12945.0,21.99
Egypt,2012,77723,51.0,13991.0,21.55
Egypt,2012,77723,51.0,13991.0,22.48
Egypt,2013,77223,51.0,13653.0,21.44
Egypt,2013,77223,51.0,13653.0,22.91
El Salvador,1990,21383,1784.0,2524.0,26.06
El Salvador,1991,16448,1784.0,4096.0,26.08
El Salvador,1992,21989,1784.0,3940.77,26.22
El Salvador,1993,20482,1784.0,3785.54,26.12
El Salvador,1994,15245,1784.0,3630.31,26.33
El Salvador,1995,21972,1784.0,3475.08,26.05
El Salvador,1996,22572,1784.0,3319.85,25.77
El Salvador,1997,16582,1784.0,3164.62,26.48
El Salvador,1998,19062,1784.0,3009.39,26.48
El Salvador,1999,25047,1784.0,2854.16,25.67
El Salvador,2000,22475,1784.0,2698.93,25.78
El Salvador,2001,19431,1784.0,2543.7,25.92
El Salvador,2002,26041,1784.0,2388.47,26.12
El Salvador,2004,27641,1784.0,2078.01,26.2
El Salvador,2005,29434,1784.0,1922.78,26.07
El Salvador,2006,30794,1784.0,2265.72,26.14
El Salvador,2007,29107,1784.0,1940.78,26.02
El Salvador,2008,33895,1784.0,3899.48,25.71
El Salvador,2009,30041,1784.0,3333.88,26.21
El Salvador,2010,30253,1784.0,3598.59,25.96
El Salvador,2011,28181,1784.0,3231.13,25.95
El Salvador,2012,32580,1784.0,2595.16,26.04
El Salvador,2013,29461,1784.0,6005.08,26.36
Eritrea,1993,2308,383.0,4.44,24.09
Eritrea,1994,7689,383.0,4.44,24.13
Eritrea,1995,3366,383.0,4.44,24.37
Eritrea,1996,3974,383.0,4.44,24.36
Eritrea,1997,2495,383.0,30.92,24.32
Eritrea,1998,7532,383.0,19.61,24.78
Eritrea,1999,7920,383.0,22.28,24.68
Eritrea,2000,2358,383.0,24.96,24.76
Eritrea,2001,7851,383.0,27.63,24.61
Eritrea,2002,2076,383.0,27.63,24.86
Eritrea,2004,2409,383.0,27.63,24.79
Eritrea,2005,4906,383.0,27.63,24.85
Eritrea,2006,9755,383.0,27.63,24.7
Eritrea,2007,8321,383.0,27.63,24.7
Eritrea,2008,2123,383.0,27.63,24.79
Eritrea,2009,8689,383.0,27.63,25.3
Eritrea,2010,9000,383.0,27.63,25.22
Eritrea,2011,9524,383.0,27.63,24.78
Eritrea,2012,10476,383.0,27.63,25.16
Eritrea,2013,10000,383.0,27.63,25.87
France,1990,60186,867.0,97701.0,11.96
France,1991,72866,867.0,103434.0,10.6
France,1992,79812,867.0,85249.0,11.15
France,1993,80479,867.0,91953.0,10.7
France,1994,77983,867.0,89515.0,11.96
France,1995,77182,867.0,84011.0,11.69
France,1996,83856,867.0,97890.0,10.14
France,1997,90651,867.0,109792.0,11.59
France,1998,84528,867.0,107753.0,11.25
France,1999,89523,867.0,114695.0,11.83
France,2000,90766,867.0,97878.0,11.74
France,2001,85711,867.0,99694.0,11.37
France,2002,89751,867.0,82448.0,11.87
France,2004,89907,867.0,76099.0,11.34
France,2005,82539,867.0,78265.0,11.55
France,2006,85818,867.0,71612.0,11.79
France,2007,94821,867.0,77255.0,11.75
France,2008,91258,867.0,78577.0,11.28
France,2009,88934,867.0,63676.0,11.46
France,2010,88299,867.0,61903.0,10.41
France,2011,99668,867.0,61039.0,12.33
France,2012,90024,867.0,63547.59,11.22
France,2013,81592,867.0,66497.29,11.01
Germany,1990,67762,700.0,31289.0,10.71
Germany,1990,67762,700.0,31289.0,10.08
Germany,1990,67762,700.0,31289.0,5.92
Germany,1991,68432,700.0,32006.0,9.36
Germany,1991,68432,700.0,32006.0,8.79
Germany,1991,68432,700.0,32006.0,4.93
Germany,1992,72348,700.0,29542.0,10.38
Germany,1992,72348,700.0,29542.0,9.84
Germany,1992,72348,700.0,29542.0,5.91
Germany,1993,80227,700.0,25170.0,9.34
Germany,1993,80227,700.0,25170.0,8.57
Germany,1993,80227,700.0,25170.0,5.33
Germany,1994,70808,700.0,26330.0,10.43
Germany,1994,70808,700.0,26330.0,9.73
Germany,1994,70808,700.0,26330.0,6.64
Germany,1995,73664,700.0,30090.0,9.75
Germany,1995,73664,700.0,30090.0,9.16
Germany,1995,73664,700.0,30090.0,5.33
Germany,1996,78272,700.0,31683.0,7.88
Germany,1996,78272,700.0,31683.0,7.42
Germany,1996,78272,700.0,31683.0,4.49
Germany,1997,86577,700.0,30414.0,9.73
Germany,1997,86577,700.0,30414.0,9.27
Germany,1997,86577,700.0,30414.0,5.79
Germany,1998,81561,700.0,33377.0,10.05
Germany,1998,81561,700.0,33377.0,9.31
Germany,1998,81561,700.0,33377.0,5.66
Germany,1999,87850,700.0,30019.0,10.58
Germany,1999,87850,700.0,30019.0,10.02
Germany,1999,87850,700.0,30019.0,5.55
Germany,2000,92119,700.0,35273.17,10.96
Germany,2000,92119,700.0,35273.17,10.12
Germany,2000,92119,700.0,35273.17,6.33
Germany,2001,88376,700.0,33423.49,9.69
Germany,2001,88376,700.0,33423.49,9.19
Germany,2001,88376,700.0,33423.49,5.59
Germany,2002,93755,700.0,34431.72,10.26
Germany,2002,93755,700.0,34431.72,9.86
Germany,2002,93755,700.0,34431.72,6.26
Germany,2004,90966,700.0,34930.37,9.82
Germany,2004,90966,700.0,34930.37,9.48
Germany,2004,90966,700.0,34930.37,5.43
Germany,2005,92139,700.0,36386.27,9.92
Germany,2005,92139,700.0,36386.27,9.58
Germany,2005,92139,700.0,36386.27,5.01
Germany,2006,80307,700.0,38540.15,10.55
Germany,2006,80307,700.0,38540.15,10.15
Germany,2006,80307,700.0,38540.15,5.94
Germany,2007,94475,700.0,40740.64,10.88
Germany,2007,94475,700.0,40740.64,10.37
Germany,2007,94475,700.0,40740.64,6.28
Germany,2008,98099,700.0,43413.01,10.66
Germany,2008,98099,700.0,43413.01,10.04
Germany,2008,98099,700.0,43413.01,5.94
Germany,2009,97500,700.0,39289.43,10.06
Germany,2009,97500,700.0,39289.43,9.61
Germany,2009,97500,700.0,39289.43,5.89
Germany,2010,90261,700.0,40832.42,8.61
Germany,2010,90261,700.0,40832.42,7.97
Germany,2010,90261,700.0,40832.42,4.85
Germany,2011,106243,700.0,43754.35,10.56
Germany,2011,106243,700.0,43754.35,9.73
Germany,2011,106243,700.0,43754.35,6.56
Germany,2012,104802,700.0,45522.5,9.96
Germany,2012,104802,700.0,45522.5,9.2
Germany,2012,104802,700.0,45522.5,5.88
Germany,2013,88276,700.0,43756.1,10.12
Germany,2013,88276,700.0,43756.1,9.17
Germany,2013,88276,700.0,43756.1,6.0
Ghana,1990,11889,1187.0,65.8,26.73
Ghana,1991,15260,1187.0,65.8,26.6
Ghana,1992,12040,1187.0,65.8,26.47
Ghana,1993,15092,1187.0,65.8,26.67
Ghana,1994,14933,1187.0,65.8,26.62
Ghana,1995,15020,1187.0,65.8,26.87
Ghana,1996,15153,1187.0,1575.5,26.61
Ghana,1997,15285,1187.0,502.0,26.58
Ghana,1998,14850,1187.0,297.78,27.28
Ghana,1999,14557,1187.0,114.13,26.74
Ghana,2000,14578,1187.0,81.63,26.83
Ghana,2001,13150,1187.0,82.0,26.76
Ghana,2002,14900,1187.0,89.88,26.92
Ghana,2004,15794,1187.0,134.25,27.02
Ghana,2005,15613,1187.0,166.16,27.06
Ghana,2006,14994,1187.0,771.58,27.1
Ghana,2007,15437,1187.0,119.86,27.16
Ghana,2008,17371,1187.0,350.83,26.98
Ghana,2009,16969,1187.0,378.97,27.14
Ghana,2010,18874,1187.0,378.97,27.57
Ghana,2011,16458,1187.0,378.97,27.11
Ghana,2012,18712,1187.0,378.97,26.86
Ghana,2013,17240,1187.0,378.97,27.24
Greece,1990,96965,652.0,7420.0,18.05
Greece,1991,101042,652.0,7420.0,17.07
Greece,1992,99762,652.0,7869.0,17.13
Greece,1993,98951,652.0,8826.0,17.53
Greece,1994,97800,652.0,6341.0,18.47
Greece,1995,100563,652.0,6663.0,17.82
Greece,1996,99314,652.0,7296.0,17.46
Greece,1997,104030,652.0,9223.0,17.35
Greece,1998,88247,652.0,10702.0,18.15
Greece,1999,95128,652.0,9635.0,18.82
Greece,2000,96708,652.0,10627.0,18.2
Greece,2001,103463,652.0,10725.0,18.67
Greece,2002,99544,652.0,11852.0,18.33
Greece,2004,101088,652.0,11594.0,18.07
Greece,2005,103033,652.0,12083.0,17.91
Greece,2006,101383,652.0,7505.3,17.78
Greece,2007,100223,652.0,7345.7,18.67
Greece,2008,104810,652.0,5130.8,18.61
Greece,2009,104326,652.0,3404.4,18.52
Greece,2010,103818,652.0,5607.7,19.3
Greece,2011,107069,652.0,8189.8,17.67
Greece,2012,104559,652.0,8002.2,18.82
Greece,2013,106689,652.0,8081.72,19.36
Guatemala,1990,20052,1996.0,12004.33,19.64
Guatemala,1991,18442,1996.0,12004.33,19.91
Guatemala,1992,18831,1996.0,12004.33,19.89
Guatemala,1993,18506,1996.0,12004.33,19.85
Guatemala,1994,19569,1996.0,12004.33,20.08
Guatemala,1995,19436,1996.0,12004.33,19.98
Guatemala,1996,18201,1996.0,12004.33,19.48
Guatemala,1997,14942,1996.0,11419.53,20.16
Guatemala,1998,16994,1996.0,10834.74,20.36
Guatemala,1999,17378,1996.0,10249.94,19.44
Guatemala,2000,17811,1996.0,9665.14,19.47
Guatemala,2001,20681,1996.0,10023.42,19.62
Guatemala,2002,20659,1996.0,10381.71,19.93
Guatemala,2004,21307,1996.0,11959.92,19.85
Guatemala,2005,23360,1996.0,13506.02,19.99
Guatemala,2006,25807,1996.0,15951.27,19.88
Guatemala,2007,23219,1996.0,22883.17,19.9
Guatemala,2008,20115,1996.0,18091.67,19.51
Guatemala,2009,19798,1996.0,13276.7,19.99
Guatemala,2010,19944,1996.0,14898.25,19.85
Guatemala,2011,19976,1996.0,16540.71,19.85
Guatemala,2012,20348,1996.0,19726.3,19.88
Guatemala,2013,20827,1996.0,20489.4,20.37
Guinea,1990,10179,1651.0,80.0,27.08
Guinea,1991,10527,1651.0,80.0,27.22
Guinea,1992,10885,1651.0,80.0,27.02
Guinea,1993,11255,1651.0,21.0,27.25
Guinea,1994,11639,1651.0,39.0,27.03
Guinea,1995,12036,1651.0,153.0,27.23
Guinea,1996,12446,1651.0,157.0,27.33
Guinea,1997,12870,1651.0,157.0,27.3
Guinea,1998,13308,1651.0,181.35,27.63
Guinea,1999,13761,1651.0,205.71,27.12
Guinea,2000,14230,1651.0,230.06,27.12
Guinea,2001,14430,1651.0,254.42,27.36
Guinea,2002,14664,1651.0,278.77,27.53
Guinea,2004,15143,1651.0,327.49,27.56
Guinea,2005,15388,1651.0,351.84,27.66
Guinea,2006,15637,1651.0,376.19,27.2
Guinea,2007,15891,1651.0,400.55,27.28
Guinea,2008,10793,1651.0,424.9,27.61
Guinea,2009,16318,1651.0,449.26,27.37
Guinea,2010,16313,1651.0,556.24,27.8
Guinea,2011,16584,1651.0,663.23,27.51
Guinea,2012,12200,1651.0,770.21,27.28
Guinea,2013,12500,1651.0,877.19,27.29
Guyana,1990,15666,2387.0,289.9,27.07
Guyana,1991,13555,2387.0,289.9,26.95
Guyana,1992,12075,2387.0,289.9,27.13
Guyana,1993,12069,2387.0,289.9,26.95
Guyana,1994,11786,2387.0,289.9,27.12
Guyana,1995,13177,2387.0,289.9,27.57
Guyana,1996,11481,2387.0,289.9,27.11
Guyana,1997,30385,2387.0,289.9,27.25
Guyana,1998,15707,2387.0,289.9,27.71
Guyana,1999,15005,2387.0,289.9,27.16
Guyana,2000,12352,2387.0,289.9,27.05
Guyana,2001,12644,2387.0,289.9,27.27
Guyana,2002,14207,2387.0,289.9,27.17
Guyana,2004,12500,2387.0,289.9,27.45
Guyana,2005,12500,2387.0,270.78,27.71
Guyana,2006,10000,2387.0,343.12,27.49
Guyana,2007,17174,2387.0,246.5,27.3
Guyana,2008,13333,2387.0,234.27,27.31
Guyana,2009,13476,2387.0,264.47,27.67
Guyana,2010,13773,2387.0,211.83,27.87
Guyana,2011,13868,2387.0,400.76,27.43
Guyana,2012,13854,2387.0,427.73,27.42
Guyana,2013,13841,2387.0,358.72,27.3
Haiti,1990,7951,1440.0,17.14,27.11
Haiti,1991,8085,1440.0,18.86,27.01
Haiti,1992,7948,1440.0,11.52,26.81
Haiti,1993,8077,1440.0,6.96,26.78
Haiti,1994,8014,1440.0,8.58,27.28
Haiti,1995,8000,1440.0,12.32,27.3
Haiti,1996,7940,1440.0,14.44,26.85
Haiti,1997,7986,1440.0,16.35,27.74
Haiti,1998,7900,1440.0,23.78,27.57
Haiti,1999,8333,1440.0,26.32,27.01
Haiti,2000,7500,1440.0,27.85,26.76
Haiti,2001,6923,1440.0,27.85,27.21
Haiti,2002,7475,1440.0,27.85,27.42
Haiti,2004,7615,1440.0,27.85,27.37
Haiti,2005,7802,1440.0,27.85,27.35
Haiti,2006,7795,1440.0,27.85,27.41
Haiti,2007,7803,1440.0,27.85,27.47
Haiti,2008,7807,1440.0,27.85,27.08
Haiti,2009,8013,1440.0,27.85,27.35
Haiti,2010,8045,1440.0,27.85,27.19
Haiti,2011,8103,1440.0,27.85,27.1
Haiti,2012,8168,1440.0,27.85,27.2
Haiti,2013,8545,1440.0,27.85,27.2
Honduras,1990,15188,1976.0,9880.07,24.53
Honduras,1991,13185,1976.0,6289.7,24.61
Honduras,1992,12942,1976.0,9904.59,24.77
Honduras,1993,13694,1976.0,6768.0,24.58
Honduras,1994,13837,1976.0,3160.91,24.87
Honduras,1995,16396,1976.0,7800.0,24.95
Honduras,1996,16180,1976.0,6464.0,24.39
Honduras,1997,15591,1976.0,6980.0,25.03
Honduras,1998,10557,1976.0,3495.0,25.37
Honduras,1999,12249,1976.0,2387.0,24.41
Honduras,2000,14360,1976.0,4376.0,24.43
Honduras,2001,14992,1976.0,1141.0,24.4
Honduras,2002,13655,1976.0,1772.3,24.61
Honduras,2004,13855,1976.0,3034.91,24.68
Honduras,2005,15387,1976.0,3666.21,24.77
Honduras,2006,15394,1976.0,4297.51,24.88
Honduras,2007,16922,1976.0,5283.93,24.55
Honduras,2008,16885,1976.0,5130.42,24.25
Honduras,2009,17503,1976.0,4344.36,24.77
Honduras,2010,16504,1976.0,5736.63,24.49
Honduras,2011,16593,1976.0,6324.41,24.63
Honduras,2012,15795,1976.0,7194.91,24.47
Honduras,2013,16214,1976.0,7194.91,24.86
Hungary,1990,41577,589.0,12756.0,10.96
Hungary,1991,67100,589.0,8069.0,9.66
Hungary,1992,36501,589.0,5777.0,11.01
Hungary,1993,35000,589.0,10197.0,10.22
Hungary,1994,38500,589.0,9574.0,11.58
Hungary,1995,45295,589.0,7715.0,10.34
Hungary,1996,56867,589.0,6946.0,9.44
Hungary,1997,64480,589.0,4445.0,9.89
Hungary,1998,60049,589.0,5280.0,10.35
Hungary,1999,64130,589.0,4598.0,10.64
Hungary,2000,41790,589.0,4151.0,11.69
Hungary,2001,62456,589.0,5458.0,10.47
Hungary,2002,50762,589.0,8231.5,11.43
Hungary,2004,70012,589.0,9940.5,10.37
Hungary,2005,75571,589.0,9676.0,10.05
Hungary,2006,68165,589.0,11523.0,10.67
Hungary,2007,37327,589.0,11178.0,11.82
Hungary,2008,74653,589.0,12084.0,11.55
Hungary,2009,63945,589.0,11144.0,11.48
Hungary,2010,64745,589.0,10299.5,10.35
Hungary,2011,64976,589.0,8473.26,10.92
Hungary,2012,39979,589.0,8141.17,11.31
Hungary,2013,54373,589.0,7744.5,12.44
India,1990,15178,1083.0,75000.0,25.58
India,1990,15178,1083.0,75000.0,26.88
India,1990,15178,1083.0,75000.0,25.79
India,1990,15178,1083.0,75000.0,24.1
India,1990,15178,1083.0,75000.0,25.25
India,1990,15178,1083.0,75000.0,25.44
India,1990,15178,1083.0,75000.0,25.54
India,1990,15178,1083.0,75000.0,26.36
India,1990,15178,1083.0,75000.0,26.91
India,1990,15178,1083.0,75000.0,25.16
India,1990,15178,1083.0,75000.0,25.77
India,1990,15178,1083.0,75000.0,25.12
India,1990,15178,1083.0,75000.0,24.1
India,1990,15178,1083.0,75000.0,25.68
India,1990,15178,1083.0,75000.0,25.54
India,1990,15178,1083.0,75000.0,25.44
India,1990,15178,1083.0,75000.0,24.78
India,1990,15178,1083.0,75000.0,26.59
India,1990,15178,1083.0,75000.0,24.37
India,1990,15178,1083.0,75000.0,26.63
India,1990,15178,1083.0,75000.0,26.63
India,1990,15178,1083.0,75000.0,25.64
India,1991,13763,1083.0,72133.0,25.85
India,1991,13763,1083.0,72133.0,26.9
India,1991,13763,1083.0,72133.0,25.96
India,1991,13763,1083.0,72133.0,23.77
India,1991,13763,1083.0,72133.0,25.49
India,1991,13763,1083.0,72133.0,25.82
India,1991,13763,1083.0,72133.0,25.74
India,1991,13763,1083.0,72133.0,26.54
India,1991,13763,1083.0,72133.0,27.35
India,1991,13763,1083.0,72133.0,25.4
India,1991,13763,1083.0,72133.0,25.99
India,1991,13763,1083.0,72133.0,25.32
India,1991,13763,1083.0,72133.0,23.77
India,1991,13763,1083.0,72133.0,26.2
India,1991,13763,1083.0,72133.0,25.74
India,1991,13763,1083.0,72133.0,25.55
India,1991,13763,1083.0,72133.0,25.06
India,1991,13763,1083.0,72133.0,26.34
India,1991,13763,1083.0,72133.0,24.62
India,1991,13763,1083.0,72133.0,26.7
India,1991,13763,1083.0,72133.0,26.7
India,1991,13763,1083.0,72133.0,25.74
India,1992,16758,1083.0,70791.0,25.69
India,1992,16758,1083.0,70791.0,26.82
India,1992,16758,1083.0,70791.0,26.09
India,1992,16758,1083.0,70791.0,23.79
India,1992,16758,1083.0,70791.0,25.16
India,1992,16758,1083.0,70791.0,25.91
India,1992,16758,1083.0,70791.0,25.52
India,1992,16758,1083.0,70791.0,26.41
India,1992,16758,1083.0,70791.0,27.24
India,1992,16758,1083.0,70791.0,25.41
India,1992,16758,1083.0,70791.0,25.73
India,1992,16758,1083.0,70791.0,25.27
India,1992,16758,1083.0,70791.0,23.79
India,1992,16758,1083.0,70791.0,26.32
India,1992,16758,1083.0,70791.0,25.52
India,1992,16758,1083.0,70791.0,25.58
India,1992,16758,1083.0,70791.0,25.14
India,1992,16758,1083.0,70791.0,26.37
India,1992,16758,1083.0,70791.0,24.62
India,1992,16758,1083.0,70791.0,26.78
India,1992,16758,1083.0,70791.0,26.78
India,1992,16758,1083.0,70791.0,25.89
India,1993,16015,1083.0,66388.0,25.88
India,1993,16015,1083.0,66388.0,27.46
India,1993,16015,1083.0,66388.0,26.1
India,1993,16015,1083.0,66388.0,24.34
India,1993,16015,1083.0,66388.0,25.22
India,1993,16015,1083.0,66388.0,25.75
India,1993,16015,1083.0,66388.0,25.92
India,1993,16015,1083.0,66388.0,26.34
India,1993,16015,1083.0,66388.0,27.24
India,1993,16015,1083.0,66388.0,25.5
India,1993,16015,1083.0,66388.0,26.32
India,1993,16015,1083.0,66388.0,25.27
India,1993,16015,1083.0,66388.0,24.34
India,1993,16015,1083.0,66388.0,26.07
India,1993,16015,1083.0,66388.0,25.92
India,1993,16015,1083.0,66388.0,25.66
India,1993,16015,1083.0,66388.0,25.06
India,1993,16015,1083.0,66388.0,27.07
India,1993,16015,1083.0,66388.0,24.74
India,1993,16015,1083.0,66388.0,27.04
India,1993,16015,1083.0,66388.0,27.04
India,1993,16015,1083.0,66388.0,25.97
India,1994,14480,1083.0,61357.0,25.75
India,1994,14480,1083.0,61357.0,26.74
India,1994,14480,1083.0,61357.0,26.03
India,1994,14480,1083.0,61357.0,24.29
India,1994,14480,1083.0,61357.0,25.22
India,1994,14480,1083.0,61357.0,25.33
India,1994,14480,1083.0,61357.0,25.87
India,1994,14480,1083.0,61357.0,26.54
India,1994,14480,1083.0,61357.0,27.07
India,1994,14480,1083.0,61357.0,25.01
India,1994,14480,1083.0,61357.0,25.92
India,1994,14480,1083.0,61357.0,25.33
India,1994,14480,1083.0,61357.0,24.29
India,1994,14480,1083.0,61357.0,25.75
India,1994,14480,1083.0,61357.0,25.87
India,1994,14480,1083.0,61357.0,25.71
India,1994,14480,1083.0,61357.0,24.84
India,1994,14480,1083.0,61357.0,26.46
India,1994,14480,1083.0,61357.0,24.71
India,1994,14480,1083.0,61357.0,26.55
India,1994,14480,1083.0,61357.0,26.55
India,1994,14480,1083.0,61357.0,25.95
India,1995,15946,1083.0,61257.0,25.86
India,1995,15946,1083.0,61257.0,27.2
India,1995,15946,1083.0,61257.0,26.15
India,1995,15946,1083.0,61257.0,24.04
India,1995,15946,1083.0,61257.0,25.44
India,1995,15946,1083.0,61257.0,25.73
India,1995,15946,1083.0,61257.0,25.92
India,1995,15946,1083.0,61257.0,26.62
India,1995,15946,1083.0,61257.0,27.24
India,1995,15946,1083.0,61257.0,25.5
India,1995,15946,1083.0,61257.0,26.13
India,1995,15946,1083.0,61257.0,25.55
India,1995,15946,1083.0,61257.0,24.04
India,1995,15946,1083.0,61257.0,26.04
India,1995,15946,1083.0,61257.0,25.92
India,1995,15946,1083.0,61257.0,25.76
India,1995,15946,1083.0,61257.0,25.24
India,1995,15946,1083.0,61257.0,26.72
India,1995,15946,1083.0,61257.0,24.64
India,1995,15946,1083.0,61257.0,27.03
India,1995,15946,1083.0,61257.0,27.03
India,1995,15946,1083.0,61257.0,26.01
India,1996,17094,1083.0,56114.0,25.63
India,1996,17094,1083.0,56114.0,27.06
India,1996,17094,1083.0,56114.0,26.1
India,1996,17094,1083.0,56114.0,23.81
India,1996,17094,1083.0,56114.0,25.41
India,1996,17094,1083.0,56114.0,25.9
India,1996,17094,1083.0,56114.0,25.55
India,1996,17094,1083.0,56114.0,26.65
India,1996,17094,1083.0,56114.0,27.37
India,1996,17094,1083.0,56114.0,25.55
India,1996,17094,1083.0,56114.0,25.79
India,1996,17094,1083.0,56114.0,25.31
India,1996,17094,1083.0,56114.0,23.81
India,1996,17094,1083.0,56114.0,26.46
India,1996,17094,1083.0,56114.0,25.55
India,1996,17094,1083.0,56114.0,25.75
India,1996,17094,1083.0,56114.0,25.34
India,1996,17094,1083.0,56114.0,26.64
India,1996,17094,1083.0,56114.0,24.78
India,1996,17094,1083.0,56114.0,27.01
India,1996,17094,1083.0,56114.0,27.01
India,1996,17094,1083.0,56114.0,25.99
India,1997,17111,1083.0,52279.0,24.92
India,1997,17111,1083.0,52279.0,26.45
India,1997,17111,1083.0,52279.0,25.58
India,1997,17111,1083.0,52279.0,23.26
India,1997,17111,1083.0,52279.0,25.68
India,1997,17111,1083.0,52279.0,25.09
India,1997,17111,1083.0,52279.0,24.71
India,1997,17111,1083.0,52279.0,26.19
India,1997,17111,1083.0,52279.0,27.47
India,1997,17111,1083.0,52279.0,24.77
India,1997,17111,1083.0,52279.0,24.83
India,1997,17111,1083.0,52279.0,24.71
India,1997,17111,1083.0,52279.0,23.26
India,1997,17111,1083.0,52279.0,25.75
India,1997,17111,1083.0,52279.0,24.71
India,1997,17111,1083.0,52279.0,25.46
India,1997,17111,1083.0,52279.0,25.21
India,1997,17111,1083.0,52279.0,26.38
India,1997,17111,1083.0,52279.0,24.55
India,1997,17111,1083.0,52279.0,26.53
India,1997,17111,1083.0,52279.0,26.53
India,1997,17111,1083.0,52279.0,25.58
India,1998,17969,1083.0,49157.0,25.91
India,1998,17969,1083.0,49157.0,27.48
India,1998,17969,1083.0,49157.0,26.35
India,1998,17969,1083.0,49157.0,24.34
India,1998,17969,1083.0,49157.0,26.01
India,1998,17969,1083.0,49157.0,26.12
India,1998,17969,1083.0,49157.0,25.77
India,1998,17969,1083.0,49157.0,26.69
India,1998,17969,1083.0,49157.0,27.87
India,1998,17969,1083.0,49157.0,25.87
India,1998,17969,1083.0,49157.0,26.27
